visitorid,rank,itemid,score
120958,10,315543,0.010708059184253216
161201,1,435670,0.007862229831516743
161201,2,447661,0.0074311005882918835
161201,3,188980,0.007234327495098114
161201,4,133907,0.006971651688218117
161201,5,7943,0.006505368277430534
161201,6,5470,0.006296372041106224
161201,7,153778,0.006167071405798197
161201,8,65273,0.00610323715955019
161201,9,6605,0.0060407319106161594
161201,10,240088,0.00534270703792572
1361715,1,316753,0.0000624844542471692
1361715,2,253615,0.00005055106521467678
1361715,3,344723,0.000048985359171638265
1361715,4,65273,0.000044476735638454556
1361715,5,339703,0.00004052200529258698
1361715,6,22436,0.00003419979475438595
1361715,7,198209,0.00003210904833395034
1361715,8,325852,0.000031731407943880185
1361715,9,350629,0.00002293501529493369
1361715,10,78163,0.00002213558582297992
52446,1,416017,0.0022553191520273685
52446,2,256706,0.0018827482126653194
52446,3,290999,0.0018331801984459162
52446,4,46874,0.0017656246200203896
52446,5,228066,0.0016034531872719526
52446,6,129356,0.0015987132210284472
52446,7,309778,0.0015765773132443428
52446,8,461671,0.0015470880316570401
52446,9,298009,0.0015105404891073704
52446,10,316472,0.0013987295096740127
1071223,1,23762,0.0018323479453101754
1071223,2,461686,0.0016553577734157443
1071223,3,78265,0.001587816746905446
1071223,4,381613,0.0015402715653181076
1071223,5,132683,0.0014190501533448696
1071223,6,259884,0.0013506707036867738
1071223,7,318333,0.0013468341203406453
1071223,8,185677,0.0013441899791359901
1071223,9,394678,0.0013018484460189939
1071223,10,289103,0.0012960839085280895
166102,1,315543,0.005441720597445965
166102,2,374092,0.0033233168069273233
166102,3,12765,0.0032653058879077435
166102,4,120541,0.0030024799052625895
166102,5,255725,0.002874909434467554
166102,6,115696,0.0028464379720389843
166102,7,177522,0.0028006285429000854
166102,8,399031,0.002718204166740179
166102,9,243980,0.002577819861471653
166102,10,466385,0.0025186087004840374
1132881,1,135446,0.002309805015102029
1132881,2,281480,0.00194709119386971
1132881,3,26477,0.0016334487590938807
1132881,4,150547,0.0013442313065752387
1132881,5,447661,0.0013427945086732507
1132881,6,65021,0.0012794701615348458
1132881,7,334401,0.0012745470739901066
1132881,8,281717,0.00127207743935287
1132881,9,290999,0.0011800542706623673
1132881,10,298009,0.0011319586774334311
980115,1,345279,0.004662937950342894
980115,2,116624,0.004652473144233227
980115,3,441852,0.004415150731801987
980115,4,29196,0.0043452028185129166
980115,5,198784,0.003822891041636467
980115,6,183511,0.0036703450605273247
980115,7,244458,0.003661487950012088
980115,8,117075,0.0035521192476153374
980115,9,33912,0.0034187030978500843
980115,10,351481,0.0033788217697292566
1184658,1,158666,0.013692384585738182
1184658,2,354233,0.011813291348516941
1184658,3,441668,0.00992879644036293
1184658,4,350629,0.00905533879995346
1184658,5,190070,0.007378163747489452
1184658,6,122604,0.0073219710029661655
1184658,7,133814,0.0072648776695132256
1184658,8,260415,0.006530656013637781
1184658,9,390591,0.006431009154766798
1184658,10,316753,0.0063737379387021065
705250,1,298009,1.882477507209046e-10
705250,2,219512,1.2090188572511096e-10
705250,3,384302,1.1839380864575588e-10
705250,4,234255,9.32547442045184e-11
705250,5,309778,8.329876372004108e-11
705250,6,355994,7.476253643945441e-11
705250,7,416017,7.016304204299217e-11
705250,8,7943,6.876699903957117e-11
705250,9,379520,6.443187650084781e-11
705250,10,306289,5.784741782810521e-11
1086000,1,266900,0.000045068525651004165
1086000,2,303828,0.000041991013858933
1086000,3,869,0.000041672581573948264
1086000,4,303715,0.00003852893860312179
1086000,5,254418,0.000037347002944443375
1086000,6,308438,0.00003329494211357087
1086000,7,58638,0.00003109004319412634
1086000,8,276494,0.00002940655940619763
1086000,9,118551,0.000026898389478446916
1086000,10,89044,0.00002507328099454753
697625,1,417927,0.004841720685362816
697625,2,172894,0.004503702744841576
697625,3,11670,0.004236196167767048
697625,4,153961,0.004204610828310251
697625,5,354153,0.00400648545473814
697625,6,344071,0.003983568400144577
697625,7,40870,0.0035980166867375374
697625,8,296795,0.0035960152745246887
697625,9,199874,0.003503970103338361
697625,10,439274,0.0033142068423330784
1119880,1,298009,0.002087204484269023
1119880,2,330506,0.0011509198229759932
1119880,3,164863,0.0010432766284793615
1119880,4,66752,0.0010278820991516113
1119880,5,138427,0.0009948196820914745
1119880,6,180751,0.000966669584158808
1119880,7,211418,0.0009494737605564296
1119880,8,17108,0.0009458948625251651
1119880,9,76060,0.0009205491514876485
1119880,10,369158,0.000871137366630137
663725,1,9646,0.0020301793701946735
663725,2,20017,0.0019991202279925346
663725,3,46130,0.0019456518348306417
663725,4,464731,0.0019411415560171008
663725,5,5470,0.0019149614963680506
663725,6,444593,0.001817478914745152
663725,7,238995,0.0017698763404041529
663725,8,459475,0.0017364344093948603
663725,9,332018,0.0016620419919490814
663725,10,120541,0.0016136334743350744
345514,1,5411,3.5397490494304407e-10
345514,2,546,2.438336477172953e-10
345514,3,248455,2.2284846190601115e-10
345514,4,461686,1.6557549775697566e-10
345514,5,368403,1.5773032879806692e-10
345514,6,128296,1.4856330055046385e-10
345514,7,252344,1.463154458702931e-10
345514,8,315545,1.4178003215903345e-10
345514,9,222888,1.289780920954442e-10
345514,10,320494,1.2573550534078493e-10
1267678,1,153778,0.003067396581172943
1267678,2,466385,0.0030384790152311325
1267678,3,113535,0.0025002583861351013
1267678,4,161623,0.002276585903018713
1267678,5,316753,0.002190317027270794
1267678,6,111530,0.002029089257121086
1267678,7,37254,0.0020265579223632812
1267678,8,133814,0.0019857659935951233
1267678,9,383767,0.0018652752041816711
1267678,10,12765,0.001747545087710023
111470,1,298009,1.185259890235102e-9
111470,2,219512,9.233028230859475e-10
111470,3,234255,8.298297604625304e-10
111470,4,7943,8.239888771299775e-10
111470,5,384302,7.73557773392497e-10
111470,6,40870,5.060504237874852e-10
111470,7,379520,4.749441950835376e-10
111470,8,231243,4.413011345238971e-10
111470,9,306289,3.8593789275509494e-10
111470,10,190000,3.813095950100376e-10
617670,1,312728,1.9831811748360906e-9
617670,2,409804,1.5677201758990122e-9
617670,3,5411,1.4746046606006757e-9
617670,4,29196,1.4731273978441095e-9
617670,5,46232,1.2573482255362478e-9
617670,6,461686,1.2290806150616618e-9
617670,7,546,1.1284122525268003e-9
617670,8,248455,1.0195071453722448e-9
617670,9,222888,7.977037919104646e-10
617670,10,315545,6.99445390495157e-10
1397201,1,370653,0.0016878916649147868
1397201,2,298009,0.0015226354589685798
1397201,3,111530,0.0010984782129526138
1397201,4,29196,0.0010925658280029893
1397201,5,312728,0.0009986499790102243
1397201,6,46232,0.0009919935837388039
1397201,7,409804,0.0009412647923454642
1397201,8,96924,0.0005830418667756021
1397201,9,441668,0.000528498669154942
1397201,10,461686,0.0005036358488723636
794510,1,315545,0.01654529757797718
794510,2,111530,0.014706437475979328
794510,3,158666,0.01458064652979374
794510,4,320494,0.01398331206291914
794510,5,379520,0.013054451905190945
794510,6,422425,0.012744941748678684
794510,7,383767,0.01145613007247448
794510,8,161623,0.011020038276910782
794510,9,66405,0.010988010093569756
794510,10,109618,0.010075004771351814
633981,1,234255,0.00030077039264142513
633981,2,441852,0.00024605871294625103
633981,3,242905,0.00015050909132696688
633981,4,12217,0.00014751874550711364
633981,5,290999,0.00014617419219575822
633981,6,355994,0.0001284123136429116
633981,7,179601,0.0001104105613194406
633981,8,316753,0.00010627528536133468
633981,9,84310,0.0001059844289557077
633981,10,449912,0.00010524662502575666
1264035,1,399674,0.000015444597011082806
1264035,2,30094,0.000015057380551297683
1264035,3,33912,0.000014488070519291796
1264035,4,7943,0.00001342748055321863
1264035,5,390826,0.000012684688044828363
1264035,6,175555,0.000012613470062206034
1264035,7,369447,0.000012477954442147166
1264035,8,414460,0.000012173208233434707
1264035,9,301345,0.00001205377066071378
1264035,10,111530,0.00001197928941110149
1172061,1,158666,0.0009032568777911365
1172061,2,354233,0.0005429873708635569
1172061,3,390591,0.0005340011557564139
1172061,4,247909,0.00047225813614204526
1172061,5,133814,0.0003479934821370989
1172061,6,279457,0.0002912796044256538
1172061,7,98425,0.0002607687783893198
1172061,8,124919,0.00022852147230878472
1172061,9,96924,0.0002276723535032943
1172061,10,367447,0.00020378553017508239
1383224,1,420960,0.0013489051489159465
1383224,2,369447,0.0011484154965728521
1383224,3,268883,0.0010104654356837273
1383224,4,315543,0.0009371062042191625
1383224,5,275559,0.0009323046542704105
1383224,6,42002,0.0008664833148941398
1383224,7,283916,0.0008631178643554449
1383224,8,312717,0.0008323127403855324
1383224,9,200425,0.0008082843851298094
1383224,10,299677,0.0007762304740026593
656879,1,346673,0.00005429662996903062
656879,2,441668,0.000054289805120788515
656879,3,50648,0.000052937604777980596
656879,4,212917,0.000050846785597968847
656879,5,11670,0.00004923723463434726
656879,6,172894,0.00004325538611738011
656879,7,23762,0.000043138425098732114
656879,8,227790,0.00004178215385763906
656879,9,51354,0.000039167753129731864
656879,10,280328,0.000037741898267995566
1076742,1,546,5.782928580444491e-10
1076742,2,248455,4.743417325592247e-10
1076742,3,315545,3.9596578793599235e-10
1076742,4,420960,3.6784597590155954e-10
1076742,5,37029,3.3902858298517913e-10
1076742,6,268883,3.38271827216019e-10
1076742,7,5411,3.3126162923835523e-10
1076742,8,445351,3.241048263102897e-10
1076742,9,222888,3.2206207145613064e-10
1076742,10,303715,3.029029249645987e-10
89817,1,298009,8.582166644011124e-10
89817,2,219512,6.949923969656879e-10
89817,3,384302,5.946065306794424e-10
89817,4,7943,4.784468377039275e-10
89817,5,234255,4.069775627613126e-10
89817,6,190000,3.7583797185547496e-10
89817,7,306289,3.119879909974088e-10
89817,8,45226,3.0601990386180944e-10
89817,9,431099,3.0165259179426585e-10
89817,10,129457,2.9451524552470687e-10
795573,1,400946,0.004793306812644005
795573,2,232172,0.003959037829190493
795573,3,159822,0.0038487068377435207
795573,4,187138,0.0036894078366458416
795573,5,120098,0.0036661033518612385
795573,6,140527,0.003622503951191902
795573,7,88098,0.003326243022456765
795573,8,273872,0.0031171273440122604
795573,9,465511,0.0029733367264270782
795573,10,240558,0.0029233181849122047
214388,1,298009,8.701789511178504e-7
214388,2,232172,4.5630559952769545e-7
214388,3,88098,4.0536389178669197e-7
214388,4,400946,4.0036167092694086e-7
214388,5,140527,3.88762771308393e-7
214388,6,240558,3.712017075940821e-7
214388,7,120098,3.58870465788641e-7
214388,8,159822,3.285481113834976e-7
214388,9,187138,3.2372514624512405e-7
214388,10,273872,3.055601496271265e-7
256920,1,358594,0.00001548887485114392
256920,2,158666,0.000013512869372789282
256920,3,65273,0.000013147784557077102
256920,4,133814,0.00001208059984492138
256920,5,428002,0.000011773749974963721
256920,6,146471,0.000011565775821509305
256920,7,254290,0.000011213976904400624
256920,8,461671,0.000010745139661594294
256920,9,464895,0.000010330603799957316
256920,10,396791,0.000010276889042870607
572007,1,298009,5.05822328467076e-10
572007,2,7943,4.985615809083299e-10
572007,3,384302,4.698128552860226e-10
572007,4,219512,4.270119813298834e-10
572007,5,138427,2.8166774468374456e-10
572007,6,161623,2.7523733292511565e-10
572007,7,416017,2.6649274453838245e-10
572007,8,379520,2.628582351782427e-10
572007,9,306289,2.5151555838043294e-10
572007,10,65273,2.4021420963471485e-10
615274,1,158666,2.40905421833304e-7
615274,2,247909,1.8774538546040276e-7
615274,3,390591,1.713188169105706e-7
615274,4,354233,1.6369608601962682e-7
615274,5,133814,1.075107221026883e-7
615274,6,312728,1.0660148319630025e-7
615274,7,279457,8.761067249452026e-8
615274,8,98425,7.606710283880602e-8
615274,9,124919,6.919357531387504e-8
615274,10,367447,6.455718448705738e-8
180306,1,5411,0.0016591268358752131
180306,2,461686,0.0013526190305128694
180306,3,96924,0.0012665470130741596
180306,4,445351,0.001223821542225778
180306,5,291964,0.0012009775964543223
180306,6,218794,0.001187767367810011
180306,7,188051,0.0011860922677442431
180306,8,153708,0.001184087828733027
180306,9,6605,0.0011817074846476316
180306,10,273872,0.0011655092239379883
1009773,1,298009,8.250606309267994e-10
1009773,2,7943,6.757100434739982e-10
1009773,3,384302,5.916775958070275e-10
1009773,4,219512,5.727098795205166e-10
1009773,5,379520,4.366152994705885e-10
1009773,6,234255,3.8367950483397806e-10
1009773,7,231243,3.4726349573688253e-10
1009773,8,416017,3.431431250255912e-10
1009773,9,306289,3.305499762795705e-10
1009773,10,138427,3.245976265553452e-10
887168,1,213834,0.06022339686751366
887168,2,290999,0.05581678822636604
887168,3,161623,0.05481596291065216
887168,4,37029,0.05204302817583084
887168,5,324290,0.045837968587875366
887168,6,142466,0.04553235322237015
887168,7,445351,0.04456138238310814
887168,8,133814,0.0406525656580925
887168,9,29196,0.03933209553360939
887168,10,298009,0.03703939914703369
482222,1,409804,0.0019146662671118975
482222,2,46232,0.0017090530600398779
482222,3,312728,0.0016139524523168802
482222,4,29196,0.0014571351930499077
482222,5,315543,0.001347212353721261
482222,6,66752,0.0013406957732513547
482222,7,37029,0.0009479298605583608
482222,8,153778,0.000900866580195725
482222,9,162139,0.0008957972167991102
482222,10,17108,0.0007834985153749585
886371,1,298009,1.4438303330699398e-10
886371,2,219512,9.818169194319992e-11
886371,3,384302,9.599624567480092e-11
886371,4,190000,8.489355052265779e-11
886371,5,7943,7.286184156019004e-11
886371,6,138427,6.611281661017543e-11
886371,7,231243,6.589856438310449e-11
886371,8,320130,6.457726020592247e-11
886371,9,431099,6.399633600828736e-11
886371,10,306289,6.259403412256503e-11
962357,1,320130,5.28471673533204e-7
962357,2,222888,4.862020546170243e-7
962357,3,298009,2.4073170834526536e-7
962357,4,111530,2.3458949272026075e-7
962357,5,441668,2.2028041257726727e-7
962357,6,179601,2.151708144992881e-7
962357,7,158666,2.0719595283935632e-7
962357,8,289103,2.017153661881821e-7
962357,9,190000,1.9818682517325215e-7
962357,10,363109,1.9519805505296972e-7
427814,1,315545,0.014009563252329826
427814,2,320494,0.012247368693351746
427814,3,422425,0.011811286211013794
427814,4,193828,0.008202007040381432
427814,5,388097,0.006266114767640829
427814,6,456792,0.00606718473136425
427814,7,48030,0.0047136638313531876
427814,8,450082,0.003927702084183693
427814,9,380237,0.0038305390626192093
427814,10,402580,0.0037093525752425194
1095520,1,445351,0.012080879881978035
1095520,2,316753,0.008367657661437988
1095520,3,441852,0.007756516337394714
1095520,4,384302,0.007482146844267845
1095520,5,17478,0.007400172762572765
1095520,6,233734,0.007087148725986481
1095520,7,213834,0.006791832856833935
1095520,8,320130,0.006672298070043325
1095520,9,92466,0.006411895155906677
1095520,10,11279,0.006394548341631889
509278,1,65273,0.004049231298267841
509278,2,315543,0.003609654027968645
509278,3,48030,0.003202368039637804
509278,4,369447,0.003185074543580413
509278,5,211418,0.002616866957396269
509278,6,272455,0.0022768275812268257
509278,7,350384,0.001869438448920846
509278,8,17108,0.001869300496764481
509278,9,235047,0.0018549212254583836
509278,10,461190,0.0018428245093673468
1069506,1,48030,0.0019286039751023054
1069506,2,111530,0.0016304055461660028
1069506,3,445105,0.0016090415883809328
1069506,4,118752,0.0016073418082669377
1069506,5,62549,0.0014877408975735307
1069506,6,161623,0.0014774627052247524
1069506,7,103127,0.0014499584212899208
1069506,8,175356,0.001323918579146266
1069506,9,147,0.001313753891736269
1069506,10,350629,0.0012720073573291302
536313,1,290999,0.3533449172973633
536313,2,179601,0.3321383595466614
536313,3,234255,0.3098198175430298
536313,4,242905,0.21114692091941833
536313,5,11663,0.16351917386054993
536313,6,355994,0.1466253101825714
536313,7,449912,0.13970176875591278
536313,8,84310,0.13391993939876556
536313,9,96924,0.12455832958221436
536313,10,12217,0.11880265176296234
1156530,1,57788,1.4832793659991239e-8
1156530,2,100282,1.4703658735015779e-8
1156530,3,37029,1.4277442339505342e-8
1156530,4,389158,1.4251633650985696e-8
1156530,5,167337,1.387448822498527e-8
1156530,6,213834,1.3396661557862899e-8
1156530,7,122604,1.170693497698494e-8
1156530,8,370653,1.05967803420981e-8
1156530,9,65273,9.246821086605905e-9
1156530,10,51650,9.037727011218522e-9
273940,1,290999,0.004874077625572681
273940,2,100282,0.0045227655209600925
273940,3,190000,0.004355953074991703
273940,4,24734,0.004045888315886259
273940,5,46130,0.0038852980360388756
273940,6,421884,0.003882139455527067
273940,7,138427,0.0036957398988306522
273940,8,12217,0.0036719783674925566
273940,9,42002,0.0035449438728392124
273940,10,344071,0.003447518916800618
1171380,1,298009,0.0002221500762971118
1171380,2,315545,0.00017795409075915813
1171380,3,228066,0.00017372520233038813
1171380,4,197862,0.00013980016228742898
1171380,5,422425,0.00013501204375643283
1171380,6,48030,0.00013330765068531036
1171380,7,416017,0.00013318637502379715
1171380,8,272455,0.00013303433661349118
1171380,9,190034,0.00012847511970903724
1171380,10,210087,0.00012298539513722062
43376,1,358895,0.005366373807191849
43376,2,101050,0.003119361586868763
43376,3,137697,0.003080818336457014
43376,4,389814,0.003059989772737026
43376,5,439352,0.0029757278971374035
43376,6,392509,0.0029600607231259346
43376,7,56100,0.0029164361767470837
43376,8,284176,0.0026742839254438877
43376,9,143446,0.002624970395117998
43376,10,311292,0.0025268408935517073
896228,1,5411,3.402524928475259e-10
896228,2,546,3.389709901657767e-10
896228,3,248455,3.226251488186449e-10
896228,4,111530,2.3859778042201185e-10
896228,5,222888,2.0735997641185833e-10
896228,6,420960,1.9386905969476231e-10
896228,7,268883,1.6883228148856233e-10
896228,8,252344,1.6293981441872774e-10
896228,9,128296,1.5602272251946658e-10
896228,10,369447,1.479613376265121e-10
1320364,1,350629,0.00009762399713508785
1320364,2,441668,0.00008421940583502874
1320364,3,257040,0.00006312922050710768
1320364,4,158666,0.00006151753041194752
1320364,5,213102,0.00005918061651755124
1320364,6,461686,0.000059112328017363325
1320364,7,374698,0.00005772714939666912
1320364,8,445105,0.00005764670640928671
1320364,9,211418,0.0000543750575161539
1320364,10,202170,0.00005378837522584945
182858,1,37254,6.814518727082941e-9
182858,2,393111,5.161972183032049e-9
182858,3,357054,5.129778379853178e-9
182858,4,21253,4.9435078253168285e-9
182858,5,466259,4.920712726175225e-9
182858,6,272770,4.664511443763786e-9
182858,7,244528,4.42453185200975e-9
182858,8,55925,4.232521000346878e-9
182858,9,266900,4.229261829635789e-9
182858,10,17478,4.195507052884295e-9
